	12858.0BR.3.R1.fastq.gz	12858.0KC.2.R1.fastq.gz	12858.0MR.4.R1.fastq.gz	12858.0TB.1.R1.fastq.gz	12858.10BR.49.R1.fastq.gz	12858.10KC.47.R1.fastq.gz	12858.10MR.50.R1.fastq.gz	12858.10TB.46.R1.fastq.gz	12858.11BR.52.R1.fastq.gz	12858.11KC.51.R1.fastq.gz	12858.11MR.53.R1.fastq.gz	12858.11TB.81.R1.fastq.gz	12858.12BR.56.R1.fastq.gz	12858.12KC.55.R1.fastq.gz	12858.12MR.57.R1.fastq.gz	12858.12TB.54.R1.fastq.gz	12858.13BR.60.R1.fastq.gz	12858.13KC.59.R1.fastq.gz	12858.13MR.61.R1.fastq.gz	12858.13TB.58.R1.fastq.gz	12858.14BR.64.R1.fastq.gz	12858.14KC.63.R1.fastq.gz	12858.14MR.65.R1.fastq.gz	12858.14TB.62.R1.fastq.gz	12858.15BR.68.R1.fastq.gz	12858.15KC.67.R1.fastq.gz	12858.15MR.69.R1.fastq.gz	12858.15TB.66.R1.fastq.gz	12858.16BR.72.R1.fastq.gz	12858.16KC.71.R1.fastq.gz	12858.16MR.73.R1.fastq.gz	12858.16TB.70.R1.fastq.gz	12858.17BR.76.R1.fastq.gz	12858.17KC.75.R1.fastq.gz	12858.17MR.77.R1.fastq.gz	12858.17TB.74.R1.fastq.gz	12858.18BR.82.R1.fastq.gz	12858.18KC.79.R1.fastq.gz	12858.18MR.83.R1.fastq.gz	12858.18TB.78.R1.fastq.gz	12858.19BR.86.R1.fastq.gz	12858.19KC.85.R1.fastq.gz	12858.19MR.87.R1.fastq.gz	12858.19TB.84.R1.fastq.gz	12858.1BR.7.R1.fastq.gz	12858.1KC.6.R1.fastq.gz	12858.1MR.8.R1.fastq.gz	12858.1TB.5.R1.fastq.gz	12858.20BR.90.R1.fastq.gz	12858.20KC.89.R1.fastq.gz	12858.20MR.91.R1.fastq.gz	12858.20TB.88.R1.fastq.gz	12858.21BR.94.R1.fastq.gz	12858.21KC.93.R1.fastq.gz	12858.21MR.95.R1.fastq.gz	12858.21TB.92.R1.fastq.gz	12858.22BR.98.R1.fastq.gz	12858.22KC.97.R1.fastq.gz	12858.22MR.99.R1.fastq.gz	12858.22TB.96.R1.fastq.gz	12858.23BR.102.R1.fastq.gz	12858.23KC.101.R1.fastq.gz	12858.23MR.103.R1.fastq.gz	12858.23TB.100.R1.fastq.gz	12858.24BR.106.R1.fastq.gz	12858.24KC.105.R1.fastq.gz	12858.24MR.107.R1.fastq.gz	12858.24TB.104.R1.fastq.gz	12858.2ABR.15.R1.fastq.gz	12858.2AKC.10.R1.fastq.gz	12858.2AMR.12.R1.fastq.gz	12858.2ATB.9.R1.fastq.gz	12858.2BBR.11.R1.fastq.gz	12858.2BKC.14.R1.fastq.gz	12858.2BMR.16.R1.fastq.gz	12858.2BTB.13.R1.fastq.gz	12858.3BR.19.R1.fastq.gz	12858.3KC.18.R1.fastq.gz	12858.3MR.20.R1.fastq.gz	12858.3TB.17.R1.fastq.gz	12858.4BR.23.R1.fastq.gz	12858.4KC.22.R1.fastq.gz	12858.4MR.25.R1.fastq.gz	12858.4TB.21.R1.fastq.gz	12858.5BR.28.R1.fastq.gz	12858.5KC.27.R1.fastq.gz	12858.5MR.29.R1.fastq.gz	12858.5TB.26.R1.fastq.gz	12858.6BR.32.R1.fastq.gz	12858.6KC.31.R1.fastq.gz	12858.6MR.33.R1.fastq.gz	12858.6TB.30.R1.fastq.gz	12858.7BR.36.R1.fastq.gz	12858.7KC.35.R1.fastq.gz	12858.7MR.37.R1.fastq.gz	12858.7TB.34.R1.fastq.gz	12858.8BR.40.R1.fastq.gz	12858.8KC.39.R1.fastq.gz	12858.8MR.41.R1.fastq.gz	12858.8TB.38.R1.fastq.gz	12858.9BR.44.R1.fastq.gz	12858.9KC.43.R1.fastq.gz	12858.9MR.45.R1.fastq.gz	12858.9TB.42.R1.fastq.gz	12858.NC0.108.R1.fastq.gz	12858.NC11.110.R1.fastq.gz	12858.NC12.114.R1.fastq.gz	12858.NC17.111.R1.fastq.gz	12858.NC23.112.R1.fastq.gz	12858.NC5.109.R1.fastq.gz	12858.NC6.113.R1.fastq.gz	12858.PCRnc1.24.R1.fastq.gz	12858.PCRnc3.80.R1.fastq.gz	12858.PCRnc4.115.R1.fastq.gz
12858.16BR.72.R1.fastq.gz	0.1280095980931647	0.22103045201753393	0.10518472326943012	0.25917761934263334	0.12481897022194051	0.18528721108341026	0.15320461551029638	0.2941100796077616	0.09015367308642724	0.30470598537656307	0.13153843525166004	0.15030216165762691	0.09643417502912977	0.24018752082317732	0.12467233679250864	0.329139407863559	0.08149310931430474	0.27197667302361395	0.27621869834850715	0.2740900883630819	0.09180957719107515	0.2956345842047626	0.10301957008185952	0.23098519976762008	0.09538290047945433	0.25789465653142263	0.0928042218265458	0.1596827698812688	0.0	0.3140912712863926	0.34303135673138463	0.11708733217363736	0.23159387530938486	0.2520133790603476	0.19856192890029714	0.15339053975615582	0.1926975396070163	0.23573872257943243	0.14312829243047268	0.17102490717115132	0.08603378630129618	0.3095673935033209	0.3008565707976913	0.15184717738756434	0.11096771857982878	0.33926174697935285	0.2363325414769683	0.17003678385932017	0.19946830353791464	0.24538718117528704	0.10557403688326504	0.13440745167626159	0.16669269120451255	0.22361341259261025	0.12251650320984882	0.15711661781608285	0.16042425925423032	0.19141846067489238	0.15517152172568882	0.23144438950880575	0.12572530798387344	0.2616934801176449	0.12992534904121972	0.1296969789145857	0.11800767100178278	0.23676067661149128	0.13410946929426545	0.12948353490214382	0.15658041279660878	0.13116986708041367	0.1577815803199864	0.2092862022542519	0.17848442210700058	0.35284531878413206	0.12990488649771953	0.19250053794429484	0.15573355185450838	0.29899012962700705	0.0990000258050035	0.1489497598110894	0.10453429505460764	0.2839741789306339	0.10831094819636505	0.11169130712542147	0.316372482594356	0.19518723659427104	0.15627078380670772	0.1434430253130738	0.12525458890676394	0.26019546938111215	0.13017614657402782	0.17156531822654617	0.1371386358692462	0.2631448221518322	0.11292388689069982	0.10433273417533478	0.25584845705208975	0.2505998197600427	0.1139040385133797	0.13559959519540524	0.16439730897776764	0.24751789640636207	0.15785890687403947	0.14033593821017615	0.3019860173222691	0.2658389110037739	0.3877621166216938	0.2910861513972444	0.32826315446531423	0.3183017412183753	0.3097769884798911	0.3315575142168524	0.35124380573216	0.3390887356138267
12858.16KC.71.R1.fastq.gz	0.29748956092842416	0.35355173009416746	0.3510327172245797	0.40546338205653437	0.30402560491244535	0.20673576893393775	0.3266527620449756	0.4774258679410013	0.3295683909660257	0.29960919223518195	0.307329426514224	0.3677877993894767	0.29811936062080097	0.22910798734819177	0.3181591078299192	0.4634755899704048	0.3306353128024866	0.2148251204976414	0.3203071978369506	0.440883275844932	0.33753761592792947	0.20014746265622405	0.29476576063683213	0.42697445100441866	0.31693506702847185	0.15125140061305245	0.30358565434107215	0.3787102433967064	0.3140912712863926	0.0	0.372609905271819	0.3623579951113936	0.3014392504543568	0.11284904446545257	0.24470527154772817	0.36081665752530434	0.29148732589857346	0.1441412021572547	0.2828199052836105	0.35409287992661276	0.30312283642939764	0.18733091271648225	0.36540176517501194	0.35057074486974044	0.3669051714923482	0.2802667501319918	0.34444770203303543	0.3812838469559231	0.3423104926831249	0.17519436122385224	0.33145238213718714	0.3382206813807352	0.29750854894585316	0.19241169763207414	0.29776104918279195	0.3720058469621502	0.340916080480003	0.1928447388472278	0.2835570964907159	0.42317478934522723	0.31395971361268815	0.21242480961325277	0.3020032273878549	0.3691736980213814	0.34495717729331055	0.22726529150766892	0.3133403718354789	0.35041988941070695	0.3224478590919048	0.3043561219233756	0.30200297839701024	0.39239907572277966	0.3364216676685513	0.24268155690379445	0.33688083234526817	0.3700708740183084	0.34597233090572643	0.4219399967714228	0.3470547696316415	0.35651790510945336	0.345858185354329	0.18892898144441594	0.31016840150391967	0.33106940026264337	0.3351945067850319	0.22554484560490795	0.3329242879769558	0.2960333301298155	0.3089654032999079	0.19937405480318268	0.34767751619614273	0.3711029454746977	0.33139346060013597	0.15480727107468958	0.2824549977927574	0.3385150421848168	0.4423575030509114	0.15332393400494837	0.3483202217615463	0.3717624424409549	0.33415409831264475	0.20858398269669537	0.3006933267995744	0.33454860035301304	0.3017190090994181	0.24591758587412332	0.33220275738737004	0.2503921592957564	0.28480520370353724	0.2664600469293608	0.27829839474486223	0.26852212829549105	0.30460154404503703	0.24340944777879805
12858.16MR.73.R1.fastq.gz	0.3357865900286501	0.3920949551955347	0.34198016930389724	0.4263724359871614	0.2854305321869381	0.29892906700093286	0.34011378523700264	0.4831217111944008	0.34861907952835647	0.24589844303642294	0.3080091224023513	0.4041633609453036	0.31591689821514657	0.27942892291383115	0.3083309752047978	0.43651931003105393	0.35472702949893287	0.3348347783275848	0.2803390883975237	0.4586257944978	0.3707357874233285	0.32010197129291296	0.29812527258326915	0.4492616063061618	0.367004626348986	0.32848126010149614	0.2945014027528463	0.4161215354098471	0.34303135673138463	0.372609905271819	0.0	0.39716590141579355	0.24966558140045614	0.3309895153545109	0.2786857696672319	0.39375134364805137	0.216563889192884	0.3689466869463077	0.2551503964802524	0.3772055038578013	0.32214972995787955	0.31766299558129374	0.06318257230091676	0.39986614154836153	0.3855370789784393	0.17926140736336843	0.1486177668258714	0.42713996424169937	0.17157597828272786	0.3914820443287296	0.3769251567236195	0.36877224802458697	0.24301235980612432	0.3520948691558847	0.25364848815657043	0.4152477124942454	0.3727576210512033	0.34073420083097455	0.22421970273207384	0.4577051966901585	0.30354421966619305	0.3258340609897249	0.2956825782988988	0.3950029596611654	0.3554614770622614	0.36392204785666377	0.28133835150929215	0.39618473859159514	0.33583772421064106	0.3575938653430799	0.25716302023257365	0.4249357761328071	0.41224746978595617	0.36259056597523787	0.3299043278244447	0.40577425221876107	0.3966066099055193	0.4247820063321217	0.3403990136966163	0.39389730985356114	0.37235764497745955	0.35005813779537065	0.2785090066208078	0.38001458057512627	0.19686563964030973	0.2998265593564499	0.3199059127663103	0.311040803200286	0.2997064839707746	0.3135037629816795	0.3539045439295922	0.4124095696084288	0.3496179457096246	0.3378689752783617	0.28046525759446583	0.3709329240642924	0.4278707117600381	0.3383746918581428	0.3468858178912201	0.402277802470456	0.37455640070027985	0.26463269033242826	0.2679294749368129	0.34811454751767257	0.27571578228312066	0.32704071309031546	0.3446285110437678	0.3144086526431798	0.3306718968548416	0.3201242464423613	0.3346155492337875	0.31815460661534906	0.3434844112628132	0.31123636687864953
12858.16TB.70.R1.fastq.gz	0.17227696723699493	0.19410448449033446	0.1371414235520128	0.2481374887400615	0.17570156570310794	0.23324994268615062	0.17396833684437507	0.2643247803304566	0.15134534936662333	0.3571544722062495	0.18142930385982003	0.13258301605144548	0.1668037163973872	0.30000005545079206	0.17663563919274863	0.3512342038639326	0.12379939584778897	0.3204393260274698	0.316294851275893	0.24681993650246292	0.1312650419913033	0.34939896674829657	0.1639733238144146	0.21267454501263536	0.1459171024708011	0.31742156758893236	0.15336851807574142	0.12169743959273101	0.11708733217363736	0.3623579951113936	0.39716590141579355	0.0	0.28868483462256866	0.3135014208578207	0.2687120703480772	0.14577061016752701	0.25536115018224403	0.28195974791102746	0.21032463122329317	0.1866454604228639	0.1508113362535508	0.36768934995757746	0.35262027013283576	0.10932190278255058	0.13450436272468114	0.39973286601090285	0.29609234081331803	0.13189052395126935	0.2513862494341196	0.2722688609961305	0.15338226411053218	0.1363066826260184	0.2283528330646789	0.26831308884313726	0.1921196240018043	0.12843643973847652	0.20288157938392182	0.23540952103634585	0.2207269272283787	0.1941975877274303	0.18843433494603118	0.29687440768669826	0.18471213723381025	0.11877550302343651	0.14805600910329214	0.27400029611133225	0.19023785951796945	0.10089452189950378	0.20961256383628452	0.1285713554273572	0.21354760040771917	0.18002267700229543	0.21308223989772002	0.39279420052278147	0.15787870686074623	0.19137380321609468	0.17274402033108527	0.30492320288681896	0.12513156717740712	0.13435235398678508	0.13755224835124966	0.32914930907495327	0.1672888322370744	0.10549515693317028	0.3594691016309566	0.25237402329948116	0.20330642586038047	0.19149293552454372	0.16683206631909672	0.31554594563719573	0.163932843062372	0.11599702247333106	0.1536723721079988	0.31754782351073313	0.1837118170775675	0.10685996769868379	0.25719026471114065	0.2985057043913453	0.1436410086718292	0.11460543830386927	0.18514633502284297	0.3028136860584293	0.21385457482695225	0.14796779602051438	0.3588552562593723	0.3225802178739824	0.4443012785887996	0.34205424591379846	0.3694542317337657	0.36927076607714837	0.3584872655245439	0.37967797668914505	0.3869427005636143	0.39795505437456546
12858.17BR.76.R1.fastq.gz	0.23171306681122555	0.3036812875409645	0.24911783479311472	0.3503628541340829	0.20585253029936879	0.22382931820755214	0.22701286092352924	0.4054123884312717	0.2497750826749851	0.27777467333346556	0.21380435028131942	0.3123145654450112	0.22687331855858392	0.244917545602429	0.22053337407347084	0.39154748256342214	0.2470776092648784	0.2976947197997493	0.2125696400523175	0.37920377633752783	0.24775873619081062	0.31398585170222754	0.20474549960993624	0.3451862345430409	0.24671311490527043	0.2831958269951052	0.20857963902535698	0.3067776221330626	0.23159387530938486	0.3014392504543568	0.24966558140045614	0.28868483462256866	0.0	0.2758339613818475	0.22444980790097321	0.30104942693943637	0.1424803745293828	0.2967989621172505	0.1833354309598708	0.3055282978456702	0.21866072832594508	0.3130801647174515	0.23123851283098723	0.2999154977595123	0.28549502703830026	0.3043335533276719	0.17915373306785218	0.3255149930326591	0.22615596897279733	0.30911463759833946	0.2660977720221307	0.279464221001631	0.1961013837237187	0.2782176756556649	0.2050781229315477	0.31260145269943923	0.25112634922354377	0.2420051050546921	0.19495566945644702	0.3602407527155073	0.20623188981463267	0.2648678024193867	0.21148252351028238	0.29432970926547897	0.2407198814116514	0.2945419650067494	0.2232459674736931	0.2933600785805376	0.24024760101844217	0.26693231334196765	0.17468581107638023	0.3278034999968322	0.311320706553164	0.30296530735290905	0.22151312843192736	0.31628106036864495	0.30281307264265034	0.3414770951206257	0.243281245931548	0.28996936015960856	0.2601544953587787	0.2929439752730569	0.2014616126686658	0.2840165215911348	0.17262509256303157	0.24724676158210845	0.22726958026081542	0.24619307384132808	0.19684169740235857	0.26858615134412456	0.23972987828094278	0.30525611553909215	0.23764202323493938	0.27803761870884913	0.19581526945527844	0.2682696439060157	0.361985696654715	0.2702998078188713	0.2511648943731093	0.2935841326050095	0.2829020994090349	0.23142067984100056	0.20132511575317286	0.2685145784189316	0.25323267461287813	0.2425436376715212	0.37698750132471964	0.23010693277773753	0.25449603434795526	0.2444255968387523	0.2527002482502394	0.23739773774525344	0.2504541685910226	0.25849691310826833
12858.17KC.75.R1.fastq.gz	0.2512825049590248	0.3207541935605133	0.27879208842963754	0.3570424570306983	0.24670582798876986	0.14401290454581558	0.2771595672940327	0.4290346971552253	0.2583655257292008	0.23326292269191137	0.251202194282979	0.31600591955473495	0.2400877120011608	0.15661567961558068	0.2531433743063112	0.4243524042863987	0.2721674115095865	0.16323923818558322	0.29733832023600065	0.3925260644169219	0.27775484963304925	0.14702048636902548	0.23874825416664894	0.3756504292178688	0.25877432185049254	0.09295380532694252	0.23050105773386823	0.33418483106394375	0.2520133790603476	0.11284904446545257	0.3309895153545109	0.3135014208578207	0.2758339613818475	0.0	0.1727000246607959	0.30859422352282645	0.23910361331669536	0.07759983422880358	0.2149232772711062	0.3020457065146068	0.23947087541113768	0.1470862555026842	0.3072893842569033	0.31413419314264746	0.306215022929569	0.22898718370153806	0.28479306095235046	0.3492074406104369	0.269840657059067	0.1434797284512185	0.2707456037107898	0.28856361835794936	0.22896506196276256	0.12271350877769219	0.21770108090704593	0.3367595769106425	0.2921579003407733	0.14660949935842896	0.21575028395085694	0.3776396971530809	0.24572708708033789	0.20096593167375665	0.23463816697373302	0.31398550637021994	0.28042877359342133	0.19213036235309527	0.23349215119801614	0.31229047690245393	0.2695050612622715	0.26701249990721504	0.23627814254702165	0.3454455849647279	0.2905748522964878	0.2553504518940959	0.2833387527821699	0.326641867790332	0.28739986798323813	0.36920595724257166	0.27484387899213103	0.31618405927950644	0.29735195182012547	0.1446112966152902	0.23643096702614735	0.29520544496725754	0.29053503561365296	0.15858446894894268	0.2652465647240506	0.21463377836992872	0.25492308809094716	0.14036656615592386	0.2843003713248996	0.3356755517419203	0.29564965417183686	0.13176797755485092	0.2263908936034259	0.28790938595067916	0.3860508085123471	0.1382954915052003	0.281663303650564	0.3237447196058978	0.29371260950113715	0.14799922922294398	0.24107499477891214	0.28908687881429007	0.2540370265984422	0.24731715624852213	0.32685514039200547	0.26945441736971726	0.31892728186715924	0.29936195889836653	0.30016168100854973	0.29901465885275375	0.3403831985754679	0.23600409196418565
12858.17MR.77.R1.fastq.gz	0.19734247999158674	0.2865803593573808	0.19101859772714866	0.3368321350644974	0.15839777338168431	0.12622347437489	0.20598100077441603	0.38595199010447034	0.20421028823368417	0.19523007951923674	0.17560688505579639	0.2868693790624617	0.19466911702286013	0.13024993265144044	0.16956975945177197	0.391137802674355	0.213657154303105	0.16648078189188628	0.2802315739405462	0.36921098452957785	0.20132856533502388	0.20181350810920604	0.16683384014832844	0.3296988551884382	0.1743820837057259	0.17306204581840978	0.16368118334700324	0.2964338693858343	0.19856192890029714	0.24470527154772817	0.2786857696672319	0.2687120703480772	0.22444980790097321	0.1727000246607959	0.0	0.27400452140440856	0.1905302502679543	0.18815185628340528	0.11114131632891734	0.2764180662145891	0.16339686652615296	0.21072494077324602	0.24132223449387127	0.2868478014225665	0.2566951848985547	0.21871468884170206	0.18352230419369173	0.32642084169447616	0.1750974061280417	0.21487970179124985	0.20630329843116485	0.2558057478505532	0.12785029033112366	0.16811691996102682	0.1101189920096349	0.31180675686420883	0.2482397030070232	0.15382534710578313	0.10893948424427498	0.35244320428613557	0.14638376982265094	0.23788081875543846	0.1382057726053001	0.2714906207576093	0.20178563958899498	0.21336133245263947	0.13309770657613815	0.2815825571933941	0.23358764292985426	0.24886460035904212	0.13359980483448106	0.32390962365110854	0.23148685785346385	0.2816830817998783	0.21265527249285726	0.31009979302267177	0.2422877848352331	0.33794253811402086	0.19833160627594743	0.2879107072700783	0.22843594137216344	0.17998722581769672	0.1466909408462137	0.268950933868689	0.26981119572376056	0.12833451553501665	0.1787239831822834	0.18891568840452908	0.1928305114590313	0.1528108914376983	0.2029186901069685	0.3019141161075169	0.24539357679143314	0.1835973626346401	0.15833197822237496	0.2481465166928185	0.3397376528833935	0.19001519155018448	0.20760650597034008	0.2822135473282344	0.26442341396275026	0.1453332331644256	0.15133529767770396	0.2585476281766347	0.2696036090904907	0.2585910098903644	0.34854003648219467	0.2846912657791671	0.3427110652926176	0.3215436177217115	0.3100385742258493	0.32778466983339266	0.36619072864047547	0.27647199498168945
12858.17TB.74.R1.fastq.gz	0.18395623349856768	0.26088332781829304	0.15419822074299527	0.17800364892642345	0.1899692798429751	0.24401669887345154	0.22446730771167867	0.21770070358522048	0.13731847298546623	0.3506704509071441	0.20008060636113265	0.09630897079162047	0.19299838675937447	0.291790236299228	0.20005488187667209	0.30614472476867516	0.11258887681021659	0.3143379124991512	0.32494563458015147	0.1950038137656295	0.15813236963658434	0.3387184668167974	0.1840504532045417	0.18055853652700943	0.17046206760343838	0.3133323290439116	0.17526341503291565	0.1352352609803309	0.15339053975615582	0.36081665752530434	0.39375134364805137	0.14577061016752701	0.30104942693943637	0.30859422352282645	0.27400452140440856	0.0	0.24477359306685215	0.2877398919714018	0.21717797026592356	0.11959831142763064	0.16617731558568016	0.3664442329325257	0.3548661802956423	0.15295852360769732	0.13930138424195573	0.38713565917409526	0.2973406671953597	0.17453548707792904	0.2621438478454594	0.3004233808379879	0.1629028655818953	0.12008307520447842	0.23404884551379038	0.28126111951323124	0.22087710822444165	0.16274452354182375	0.21476664080000107	0.2614604314039029	0.23571582694579088	0.1593184303750792	0.19423910807882047	0.3080283189819225	0.21108867506486056	0.11505409111466529	0.12307658848423352	0.29497651230989047	0.2148597903892892	0.16028841359097204	0.19204158645270425	0.19611649473186618	0.22200767110222663	0.15829243858087502	0.20799916272334834	0.4002862774270747	0.20820744544139888	0.1447815350354	0.16173448187340642	0.3592464463621238	0.14680907269310212	0.14827291197076145	0.14830252647549522	0.328641428590154	0.18328636914327728	0.11807802782037119	0.35005849166301695	0.2463859684083772	0.22252191601672328	0.158950674589411	0.16738800118833094	0.3037855604318382	0.20974466822473894	0.14464551944158432	0.21999863915691648	0.3083253012045558	0.17603420811630557	0.14493756613488215	0.24018829457628746	0.3090738749326548	0.13131359593684447	0.11157649009129034	0.14419546550349419	0.29840831549285574	0.21599113923961738	0.12498958983831378	0.3390174283572113	0.30930584874438877	0.42070311385856407	0.3325702053162899	0.36018381489274093	0.35266354767686187	0.35390043563086604	0.3704618605131399	0.3738248094440302	0.38203979893621126
12858.18BR.82.R1.fastq.gz	0.1963095558253363	0.2723538527252465	0.20881137247518586	0.30564021848700873	0.15228331658318783	0.18201875165916526	0.2085901851515424	0.3670431834880207	0.19273275490565792	0.26196541256342126	0.1719568959462558	0.2570119522111471	0.1860003060747667	0.20023135443526302	0.17389952784198148	0.3470167264251919	0.1995524375498025	0.26127225531470516	0.22130622997561167	0.3419437166578246	0.21366152397010385	0.27222991268096197	0.16518663713385093	0.31996744726105003	0.21336191523575107	0.25075702094129393	0.15615513692760286	0.2682062282347704	0.1926975396070163	0.29148732589857346	0.216563889192884	0.25536115018224403	0.1424803745293828	0.23910361331669536	0.1905302502679543	0.24477359306685215	0.0	0.2687900216911726	0.13485696545996265	0.24658045270966267	0.17599693823070348	0.2891482530813339	0.20339957346947363	0.2725597792219314	0.2356960048774542	0.28595270356896063	0.16178685818213162	0.2992755116461417	0.1777052101692067	0.28993697401141844	0.22544522583280993	0.230211123642074	0.13860532161244615	0.25132010329576304	0.1652335136364365	0.2877381568231996	0.22211506712522458	0.2254115437439517	0.15151613721473348	0.3225701207560139	0.1640799888220967	0.2452063001838357	0.16529695637504682	0.24705279771705335	0.20768870441375856	0.274281326788011	0.18258240331664646	0.2637132864941652	0.18737584633330392	0.24280796597757595	0.14703932104288162	0.29743390307595863	0.2660105904051887	0.3083942319672138	0.19225393367014937	0.2759095891533864	0.24724491043275065	0.3410963890912164	0.19387773656823934	0.2594649382625061	0.2194824164030493	0.2627552183223709	0.16022632971121492	0.24077447186779352	0.19772347641083085	0.20057358152622387	0.19618548496355043	0.18399180328730508	0.15728096805372024	0.22966853170007714	0.21839706670434364	0.2694424202093248	0.22117735935566504	0.24046613572846984	0.14734242039981824	0.22992173173363425	0.3218075805941333	0.24448909949078657	0.20337530343724802	0.25234861119510743	0.23674874142270017	0.18914695274586404	0.13479375672187788	0.20986345729782804	0.2478112479626769	0.2301435408991173	0.3638145409337234	0.24389775610611178	0.26954581114805604	0.25873682299024026	0.26403273601263455	0.25620659622023395	0.28296200706075547	0.25430063515496887
12858.18KC.79.R1.fastq.gz	0.23790668098046505	0.31217213328169	0.26135789173288293	0.3508391431623294	0.25286296565734634	0.14792562617166224	0.27392645689942813	0.40288177040242557	0.248306557353107	0.2524813117334705	0.24722169138172792	0.29025479219304706	0.23917197470277107	0.17725870820024567	0.25631912189793715	0.4251046851183333	0.2557616866317629	0.16715992198515944	0.31682978894170605	0.37882737026528346	0.2552483620100255	0.1680801768451327	0.23248737455447868	0.34554896115554107	0.23706171940864396	0.12346347109870842	0.23264409563296454	0.30090139978960173	0.23573872257943243	0.1441412021572547	0.3689466869463077	0.28195974791102746	0.2967989621172505	0.07759983422880358	0.18815185628340528	0.2877398919714018	0.2687900216911726	0.0	0.22952466004860478	0.2888741552625074	0.22810085323540114	0.1763485885679106	0.33938979397229824	0.28024671692713043	0.2817539341709385	0.26777298735217564	0.2978064490069185	0.3149210286015298	0.27640957620309825	0.09873771107865716	0.24680909301358606	0.2633649254178194	0.24120318179678765	0.12817100982174684	0.23061151827590207	0.30314398425031397	0.2837559636295997	0.1487479016930092	0.23128054785045166	0.3430207174194133	0.24283885179364736	0.209394017770335	0.23731176261428885	0.2826690937005532	0.26443615831909906	0.18501257068179927	0.23780880846495278	0.2800469773150829	0.27355045730802674	0.23664229658200392	0.24702005048027914	0.31522831878799407	0.26218732191088445	0.2703970703008097	0.26729619393074144	0.30590885274844365	0.26601949156568	0.35411377198158484	0.2601727865787489	0.29122076586338097	0.276934525218378	0.14768062727180548	0.24752984188598134	0.2684616259054724	0.3324699386535563	0.1626610383620023	0.26348174727228085	0.2139680855661768	0.2516356858771641	0.1496342900726843	0.2697455313920281	0.3150913459769883	0.27235568281803035	0.14654595547825505	0.21952600796195254	0.2646112315385915	0.3669381527721943	0.15421590959330142	0.26737820504069115	0.29521255662372436	0.2785217907052127	0.18685027844783025	0.2514142350312223	0.2730099316801733	0.28176126980902627	0.26244951239836994	0.3396847223546454	0.292218916455495	0.34228574461299416	0.3238084070478605	0.31783837764067796	0.32735885821009236	0.3636690917104372	0.2743540204998739
12858.18MR.83.R1.fastq.gz	0.14630800900638616	0.24212003279180455	0.13270929927621572	0.29984491686820924	0.09147585013902179	0.14354954752063562	0.15046955968505915	0.3556929198533188	0.1479027421505978	0.21747073003502262	0.11230569680677131	0.230061478286079	0.15216934147982208	0.17887075801748076	0.10686936007731808	0.36796534659467145	0.15360395394603293	0.21808402083594464	0.2555482063979817	0.34095322093019104	0.13775147388598177	0.2602765378036247	0.10607954049139583	0.2938743209635037	0.1285473840142503	0.22064244239989403	0.09349634734926247	0.24291010531873547	0.14312829243047268	0.2828199052836105	0.2551503964802524	0.21032463122329317	0.1833354309598708	0.2149232772711062	0.11114131632891734	0.21717797026592356	0.13485696545996265	0.22952466004860478	0.0	0.23381748005275896	0.11257930652557198	0.2741880157387537	0.2138129493101056	0.2325316404960049	0.2018258290345176	0.27501074013506666	0.14795073873249776	0.27590779370403284	0.13405782210119235	0.2580423661083053	0.1665802806724242	0.2063053555708831	0.0788270838147108	0.21588138266045395	0.07148051224023201	0.26233869864903375	0.20301006958342616	0.18752818046121486	0.062077716189605656	0.30894118996387576	0.0795629981439924	0.24678162968489553	0.07209952758502843	0.21713146191183266	0.1500794779421552	0.250302392931135	0.07476164887123737	0.22597773152524198	0.18101554562498465	0.20409070574071536	0.059263448587173834	0.28086251289118763	0.22265044042496293	0.3287672373361674	0.16867136559085474	0.26727193030931656	0.20684056173357246	0.29773457293402694	0.13166420848648153	0.23789218444540372	0.16998963298754066	0.2276461523431121	0.08494965782814379	0.2143877083965628	0.23847572310061244	0.13313568211455887	0.12196415704509489	0.15040628824745597	0.119849935662343	0.194109844025028	0.148843987660329	0.24131820279820712	0.19915101054300438	0.22587123090586528	0.09523417284948271	0.1961388354445682	0.30758156543279846	0.2323776586275312	0.13970544930034723	0.22762816438674832	0.21731956736172797	0.16388606262133856	0.09068482626805058	0.2036037821180467	0.2652272655140733	0.25296982012568536	0.3771922288339525	0.2685625321005153	0.3110657993925604	0.29359763821867124	0.2874986662394033	0.2995862099244745	0.3364191039272263	0.2900645301129435
